# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Kirk Thoning (303 497 6078; kirk.w.thoning@noaa.gov)
# 
# File Creation: Tue Dec 20 05:00:39 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
year,month,day,smoothed,trend
2015,12,12,  402.07,  401.11
2015,12,13,  402.11,  401.12
2015,12,14,  402.14,  401.13
2015,12,15,  402.18,  401.14
2015,12,16,  402.21,  401.15
2015,12,17,  402.24,  401.16
2015,12,18,  402.27,  401.17
2015,12,19,  402.30,  401.17
2015,12,20,  402.33,  401.18
2015,12,21,  402.36,  401.19
2015,12,22,  402.39,  401.20
2015,12,23,  402.41,  401.21
2015,12,24,  402.44,  401.22
2015,12,25,  402.46,  401.23
2015,12,26,  402.48,  401.24
2015,12,27,  402.50,  401.25
2015,12,28,  402.52,  401.26
2015,12,29,  402.54,  401.27
2015,12,30,  402.56,  401.28
2015,12,31,  402.58,  401.29
2016, 1, 1,  402.60,  401.30
2016, 1, 2,  402.61,  401.31
2016, 1, 3,  402.63,  401.32
2016, 1, 4,  402.64,  401.33
2016, 1, 5,  402.66,  401.34
2016, 1, 6,  402.67,  401.35
2016, 1, 7,  402.68,  401.36
2016, 1, 8,  402.70,  401.37
2016, 1, 9,  402.71,  401.38
2016, 1,10,  402.72,  401.39
2016, 1,11,  402.73,  401.40
2016, 1,12,  402.74,  401.41
2016, 1,13,  402.75,  401.42
2016, 1,14,  402.76,  401.43
2016, 1,15,  402.77,  401.44
2016, 1,16,  402.78,  401.45
2016, 1,17,  402.79,  401.46
2016, 1,18,  402.79,  401.47
2016, 1,19,  402.80,  401.48
2016, 1,20,  402.81,  401.49
2016, 1,21,  402.82,  401.50
2016, 1,22,  402.82,  401.51
2016, 1,23,  402.83,  401.52
2016, 1,24,  402.84,  401.53
2016, 1,25,  402.85,  401.54
2016, 1,26,  402.85,  401.55
2016, 1,27,  402.86,  401.56
2016, 1,28,  402.87,  401.57
2016, 1,29,  402.88,  401.58
2016, 1,30,  402.89,  401.59
2016, 1,31,  402.89,  401.60
2016, 2, 1,  402.90,  401.60
2016, 2, 2,  402.91,  401.61
2016, 2, 3,  402.92,  401.62
2016, 2, 4,  402.93,  401.63
2016, 2, 5,  402.94,  401.64
2016, 2, 6,  402.95,  401.65
2016, 2, 7,  402.96,  401.66
2016, 2, 8,  402.97,  401.67
2016, 2, 9,  402.98,  401.68
2016, 2,10,  402.99,  401.69
2016, 2,11,  403.00,  401.70
2016, 2,12,  403.02,  401.71
2016, 2,13,  403.03,  401.72
2016, 2,14,  403.05,  401.73
2016, 2,15,  403.06,  401.74
2016, 2,16,  403.07,  401.75
2016, 2,17,  403.09,  401.76
2016, 2,18,  403.11,  401.77
2016, 2,19,  403.12,  401.78
2016, 2,20,  403.14,  401.79
2016, 2,21,  403.16,  401.80
2016, 2,22,  403.18,  401.81
2016, 2,23,  403.20,  401.82
2016, 2,24,  403.22,  401.83
2016, 2,25,  403.24,  401.84
2016, 2,26,  403.26,  401.85
2016, 2,27,  403.28,  401.86
2016, 2,28,  403.31,  401.87
2016, 2,29,  403.33,  401.88
2016, 3, 1,  403.35,  401.89
2016, 3, 2,  403.38,  401.90
2016, 3, 3,  403.41,  401.91
2016, 3, 4,  403.43,  401.92
2016, 3, 5,  403.46,  401.93
2016, 3, 6,  403.48,  401.94
2016, 3, 7,  403.51,  401.95
2016, 3, 8,  403.54,  401.96
2016, 3, 9,  403.57,  401.97
2016, 3,10,  403.60,  401.98
2016, 3,11,  403.63,  401.99
2016, 3,12,  403.66,  402.00
2016, 3,13,  403.69,  402.01
2016, 3,14,  403.72,  402.02
2016, 3,15,  403.75,  402.03
2016, 3,16,  403.78,  402.04
2016, 3,17,  403.81,  402.05
2016, 3,18,  403.84,  402.06
2016, 3,19,  403.87,  402.07
2016, 3,20,  403.91,  402.08
2016, 3,21,  403.94,  402.09
2016, 3,22,  403.97,  402.10
2016, 3,23,  404.00,  402.11
2016, 3,24,  404.03,  402.12
2016, 3,25,  404.07,  402.13
2016, 3,26,  404.10,  402.14
2016, 3,27,  404.13,  402.15
2016, 3,28,  404.16,  402.16
2016, 3,29,  404.19,  402.17
2016, 3,30,  404.22,  402.18
2016, 3,31,  404.25,  402.19
2016, 4, 1,  404.29,  402.20
2016, 4, 2,  404.32,  402.21
2016, 4, 3,  404.35,  402.22
2016, 4, 4,  404.38,  402.23
2016, 4, 5,  404.41,  402.24
2016, 4, 6,  404.43,  402.25
2016, 4, 7,  404.46,  402.26
2016, 4, 8,  404.49,  402.27
2016, 4, 9,  404.52,  402.28
2016, 4,10,  404.55,  402.29
2016, 4,11,  404.57,  402.30
2016, 4,12,  404.60,  402.31
2016, 4,13,  404.62,  402.32
2016, 4,14,  404.65,  402.33
2016, 4,15,  404.67,  402.34
2016, 4,16,  404.70,  402.35
2016, 4,17,  404.72,  402.36
2016, 4,18,  404.74,  402.37
2016, 4,19,  404.76,  402.38
2016, 4,20,  404.79,  402.39
2016, 4,21,  404.81,  402.40
2016, 4,22,  404.83,  402.41
2016, 4,23,  404.84,  402.42
2016, 4,24,  404.86,  402.43
2016, 4,25,  404.88,  402.44
2016, 4,26,  404.89,  402.45
2016, 4,27,  404.91,  402.46
2016, 4,28,  404.92,  402.47
2016, 4,29,  404.94,  402.48
2016, 4,30,  404.95,  402.49
2016, 5, 1,  404.96,  402.50
2016, 5, 2,  404.97,  402.51
2016, 5, 3,  404.98,  402.52
2016, 5, 4,  404.99,  402.53
2016, 5, 5,  404.99,  402.54
2016, 5, 6,  405.00,  402.55
2016, 5, 7,  405.00,  402.56
2016, 5, 8,  405.00,  402.57
2016, 5, 9,  405.01,  402.58
2016, 5,10,  405.01,  402.59
2016, 5,11,  405.01,  402.59
2016, 5,12,  405.00,  402.60
2016, 5,13,  405.00,  402.61
2016, 5,14,  404.99,  402.62
2016, 5,15,  404.99,  402.63
2016, 5,16,  404.98,  402.64
2016, 5,17,  404.97,  402.65
2016, 5,18,  404.95,  402.66
2016, 5,19,  404.94,  402.67
2016, 5,20,  404.93,  402.68
2016, 5,21,  404.91,  402.69
2016, 5,22,  404.89,  402.70
2016, 5,23,  404.87,  402.71
2016, 5,24,  404.85,  402.72
2016, 5,25,  404.82,  402.73
2016, 5,26,  404.80,  402.74
2016, 5,27,  404.77,  402.75
2016, 5,28,  404.74,  402.76
2016, 5,29,  404.71,  402.77
2016, 5,30,  404.68,  402.78
2016, 5,31,  404.64,  402.79
2016, 6, 1,  404.60,  402.80
2016, 6, 2,  404.56,  402.81
2016, 6, 3,  404.52,  402.82
2016, 6, 4,  404.48,  402.83
2016, 6, 5,  404.44,  402.83
2016, 6, 6,  404.39,  402.84
2016, 6, 7,  404.34,  402.85
2016, 6, 8,  404.29,  402.86
2016, 6, 9,  404.24,  402.87
2016, 6,10,  404.19,  402.88
2016, 6,11,  404.13,  402.89
2016, 6,12,  404.07,  402.90
2016, 6,13,  404.01,  402.91
2016, 6,14,  403.95,  402.92
2016, 6,15,  403.89,  402.93
2016, 6,16,  403.83,  402.94
2016, 6,17,  403.76,  402.95
2016, 6,18,  403.70,  402.96
2016, 6,19,  403.63,  402.97
2016, 6,20,  403.56,  402.98
2016, 6,21,  403.49,  402.99
2016, 6,22,  403.41,  402.99
2016, 6,23,  403.34,  403.00
2016, 6,24,  403.27,  403.01
2016, 6,25,  403.19,  403.02
2016, 6,26,  403.12,  403.03
2016, 6,27,  403.04,  403.04
2016, 6,28,  402.96,  403.05
2016, 6,29,  402.88,  403.06
2016, 6,30,  402.80,  403.07
2016, 7, 1,  402.72,  403.08
2016, 7, 2,  402.64,  403.09
2016, 7, 3,  402.56,  403.10
2016, 7, 4,  402.48,  403.10
2016, 7, 5,  402.40,  403.11
2016, 7, 6,  402.32,  403.12
2016, 7, 7,  402.23,  403.13
2016, 7, 8,  402.15,  403.14
2016, 7, 9,  402.07,  403.15
2016, 7,10,  401.99,  403.16
2016, 7,11,  401.91,  403.17
2016, 7,12,  401.83,  403.18
2016, 7,13,  401.75,  403.19
2016, 7,14,  401.67,  403.20
2016, 7,15,  401.59,  403.20
2016, 7,16,  401.51,  403.21
2016, 7,17,  401.43,  403.22
2016, 7,18,  401.35,  403.23
2016, 7,19,  401.27,  403.24
2016, 7,20,  401.20,  403.25
2016, 7,21,  401.12,  403.26
2016, 7,22,  401.05,  403.27
2016, 7,23,  400.98,  403.28
2016, 7,24,  400.91,  403.28
2016, 7,25,  400.84,  403.29
2016, 7,26,  400.77,  403.30
2016, 7,27,  400.70,  403.31
2016, 7,28,  400.64,  403.32
2016, 7,29,  400.57,  403.33
2016, 7,30,  400.51,  403.34
2016, 7,31,  400.45,  403.35
2016, 8, 1,  400.40,  403.36
2016, 8, 2,  400.34,  403.36
2016, 8, 3,  400.29,  403.37
2016, 8, 4,  400.23,  403.38
2016, 8, 5,  400.18,  403.39
2016, 8, 6,  400.14,  403.40
2016, 8, 7,  400.09,  403.41
2016, 8, 8,  400.05,  403.42
2016, 8, 9,  400.01,  403.42
2016, 8,10,  399.97,  403.43
2016, 8,11,  399.94,  403.44
2016, 8,12,  399.90,  403.45
2016, 8,13,  399.87,  403.46
2016, 8,14,  399.85,  403.47
2016, 8,15,  399.82,  403.48
2016, 8,16,  399.80,  403.48
2016, 8,17,  399.78,  403.49
2016, 8,18,  399.76,  403.50
2016, 8,19,  399.75,  403.51
2016, 8,20,  399.74,  403.52
2016, 8,21,  399.73,  403.53
2016, 8,22,  399.73,  403.54
2016, 8,23,  399.73,  403.54
2016, 8,24,  399.73,  403.55
2016, 8,25,  399.73,  403.56
2016, 8,26,  399.74,  403.57
2016, 8,27,  399.75,  403.58
2016, 8,28,  399.76,  403.59
2016, 8,29,  399.78,  403.59
2016, 8,30,  399.79,  403.60
2016, 8,31,  399.81,  403.61
2016, 9, 1,  399.84,  403.62
2016, 9, 2,  399.86,  403.63
2016, 9, 3,  399.89,  403.63
2016, 9, 4,  399.92,  403.64
2016, 9, 5,  399.96,  403.65
2016, 9, 6,  400.00,  403.66
2016, 9, 7,  400.03,  403.67
2016, 9, 8,  400.08,  403.68
2016, 9, 9,  400.12,  403.68
2016, 9,10,  400.16,  403.69
2016, 9,11,  400.21,  403.70
2016, 9,12,  400.26,  403.71
2016, 9,13,  400.31,  403.72
2016, 9,14,  400.37,  403.72
2016, 9,15,  400.42,  403.73
2016, 9,16,  400.48,  403.74
2016, 9,17,  400.54,  403.75
2016, 9,18,  400.60,  403.76
2016, 9,19,  400.66,  403.76
2016, 9,20,  400.72,  403.77
2016, 9,21,  400.78,  403.78
2016, 9,22,  400.85,  403.79
2016, 9,23,  400.91,  403.80
2016, 9,24,  400.98,  403.80
2016, 9,25,  401.05,  403.81
2016, 9,26,  401.11,  403.82
2016, 9,27,  401.18,  403.83
2016, 9,28,  401.25,  403.83
2016, 9,29,  401.32,  403.84
2016, 9,30,  401.39,  403.85
2016,10, 1,  401.45,  403.86
2016,10, 2,  401.52,  403.87
2016,10, 3,  401.59,  403.87
2016,10, 4,  401.66,  403.88
2016,10, 5,  401.73,  403.89
2016,10, 6,  401.79,  403.90
2016,10, 7,  401.86,  403.90
2016,10, 8,  401.93,  403.91
2016,10, 9,  401.99,  403.92
2016,10,10,  402.06,  403.93
2016,10,11,  402.12,  403.93
2016,10,12,  402.18,  403.94
2016,10,13,  402.25,  403.95
2016,10,14,  402.31,  403.96
2016,10,15,  402.37,  403.96
2016,10,16,  402.43,  403.97
2016,10,17,  402.49,  403.98
2016,10,18,  402.55,  403.99
2016,10,19,  402.60,  403.99
2016,10,20,  402.66,  404.00
2016,10,21,  402.71,  404.01
2016,10,22,  402.77,  404.02
2016,10,23,  402.82,  404.02
2016,10,24,  402.87,  404.03
2016,10,25,  402.92,  404.04
2016,10,26,  402.97,  404.05
2016,10,27,  403.02,  404.05
2016,10,28,  403.07,  404.06
2016,10,29,  403.12,  404.07
2016,10,30,  403.16,  404.07
2016,10,31,  403.21,  404.08
2016,11, 1,  403.25,  404.09
2016,11, 2,  403.30,  404.10
2016,11, 3,  403.34,  404.10
2016,11, 4,  403.38,  404.11
2016,11, 5,  403.42,  404.12
2016,11, 6,  403.47,  404.12
2016,11, 7,  403.51,  404.13
2016,11, 8,  403.55,  404.14
2016,11, 9,  403.59,  404.15
2016,11,10,  403.63,  404.15
2016,11,11,  403.67,  404.16
2016,11,12,  403.70,  404.17
2016,11,13,  403.74,  404.17
2016,11,14,  403.78,  404.18
2016,11,15,  403.82,  404.19
2016,11,16,  403.86,  404.20
2016,11,17,  403.89,  404.20
2016,11,18,  403.93,  404.21
2016,11,19,  403.97,  404.22
2016,11,20,  404.01,  404.22
2016,11,21,  404.04,  404.23
2016,11,22,  404.08,  404.24
2016,11,23,  404.12,  404.24
2016,11,24,  404.15,  404.25
2016,11,25,  404.19,  404.26
2016,11,26,  404.23,  404.26
2016,11,27,  404.27,  404.27
2016,11,28,  404.30,  404.28
2016,11,29,  404.34,  404.28
2016,11,30,  404.38,  404.29
2016,12, 1,  404.42,  404.30
2016,12, 2,  404.45,  404.30
2016,12, 3,  404.49,  404.31
2016,12, 4,  404.53,  404.32
2016,12, 5,  404.57,  404.32
2016,12, 6,  404.61,  404.33
2016,12, 7,  404.64,  404.34
2016,12, 8,  404.68,  404.34
2016,12, 9,  404.72,  404.35
2016,12,10,  404.76,  404.36
2016,12,11,  404.80,  404.36
2016,12,12,  404.84,  404.37
2016,12,13,  404.87,  404.38
2016,12,14,  404.91,  404.38
2016,12,15,  404.95,  404.39
2016,12,16,  404.99,  404.40
2016,12,17,  405.03,  404.40
2016,12,18,  405.06,  404.41
2016,12,19,  405.10,  404.42
2016,12,20,  405.14,  404.42
2016,12,21,  405.18,  404.43
2016,12,22,  405.22,  404.43
2016,12,23,  405.25,  404.44
2016,12,24,  405.29,  404.45
2016,12,25,  405.33,  404.45
2016,12,26,  405.36,  404.46
2016,12,27,  405.40,  404.47
2016,12,28,  405.44,  404.47
2016,12,29,  405.47,  404.48
2016,12,30,  405.51,  404.49
2016,12,31,  405.54,  404.49
2017, 1, 1,  405.58,  404.50
2017, 1, 2,  405.61,  404.50
2017, 1, 3,  405.64,  404.51
2017, 1, 4,  405.68,  404.52
2017, 1, 5,  405.71,  404.52
2017, 1, 6,  405.74,  404.53
2017, 1, 7,  405.78,  404.54
2017, 1, 8,  405.81,  404.54
2017, 1, 9,  405.84,  404.55
2017, 1,10,  405.87,  404.55
2017, 1,11,  405.90,  404.56
2017, 1,12,  405.93,  404.57
2017, 1,13,  405.96,  404.57
2017, 1,14,  405.99,  404.58
2017, 1,15,  406.02,  404.58
2017, 1,16,  406.05,  404.59
2017, 1,17,  406.07,  404.60
2017, 1,18,  406.10,  404.60
2017, 1,19,  406.13,  404.61
2017, 1,20,  406.15,  404.61
2017, 1,21,  406.18,  404.62
2017, 1,22,  406.20,  404.63
2017, 1,23,  406.23,  404.63
2017, 1,24,  406.25,  404.64
2017, 1,25,  406.28,  404.64
2017, 1,26,  406.30,  404.65
2017, 1,27,  406.32,  404.66
2017, 1,28,  406.34,  404.66
2017, 1,29,  406.36,  404.67
2017, 1,30,  406.38,  404.67
2017, 1,31,  406.40,  404.68
2017, 2, 1,  406.42,  404.69
2017, 2, 2,  406.44,  404.69
2017, 2, 3,  406.46,  404.70
2017, 2, 4,  406.48,  404.70
2017, 2, 5,  406.49,  404.71
2017, 2, 6,  406.51,  404.71
2017, 2, 7,  406.52,  404.72
2017, 2, 8,  406.54,  404.73
2017, 2, 9,  406.55,  404.73
2017, 2,10,  406.57,  404.74
2017, 2,11,  406.58,  404.74
2017, 2,12,  406.59,  404.75
2017, 2,13,  406.60,  404.75
2017, 2,14,  406.62,  404.76
2017, 2,15,  406.63,  404.77
2017, 2,16,  406.64,  404.77
2017, 2,17,  406.65,  404.78
2017, 2,18,  406.65,  404.78
2017, 2,19,  406.66,  404.79
2017, 2,20,  406.67,  404.79
2017, 2,21,  406.68,  404.80
2017, 2,22,  406.69,  404.81
2017, 2,23,  406.69,  404.81
2017, 2,24,  406.70,  404.82
2017, 2,25,  406.71,  404.82
2017, 2,26,  406.71,  404.83
2017, 2,27,  406.72,  404.83
2017, 2,28,  406.72,  404.84
2017, 3, 1,  406.73,  404.84
2017, 3, 2,  406.73,  404.85
2017, 3, 3,  406.73,  404.86
2017, 3, 4,  406.74,  404.86
2017, 3, 5,  406.74,  404.87
2017, 3, 6,  406.74,  404.87
2017, 3, 7,  406.75,  404.88
2017, 3, 8,  406.75,  404.88
2017, 3, 9,  406.75,  404.89
2017, 3,10,  406.76,  404.89
2017, 3,11,  406.76,  404.90
2017, 3,12,  406.76,  404.91
2017, 3,13,  406.76,  404.91
2017, 3,14,  406.77,  404.92
2017, 3,15,  406.77,  404.92
2017, 3,16,  406.77,  404.93
2017, 3,17,  406.78,  404.93
2017, 3,18,  406.78,  404.94
2017, 3,19,  406.78,  404.94
2017, 3,20,  406.79,  404.95
2017, 3,21,  406.79,  404.95
2017, 3,22,  406.80,  404.96
2017, 3,23,  406.80,  404.96
2017, 3,24,  406.81,  404.97
2017, 3,25,  406.81,  404.98
2017, 3,26,  406.82,  404.98
2017, 3,27,  406.82,  404.99
2017, 3,28,  406.83,  404.99
2017, 3,29,  406.84,  405.00
2017, 3,30,  406.84,  405.00
2017, 3,31,  406.85,  405.01
2017, 4, 1,  406.86,  405.01
2017, 4, 2,  406.87,  405.02
2017, 4, 3,  406.88,  405.02
2017, 4, 4,  406.89,  405.03
2017, 4, 5,  406.90,  405.03
2017, 4, 6,  406.91,  405.04
2017, 4, 7,  406.92,  405.04
2017, 4, 8,  406.93,  405.05
2017, 4, 9,  406.94,  405.06
2017, 4,10,  406.95,  405.06
2017, 4,11,  406.96,  405.07
2017, 4,12,  406.98,  405.07
2017, 4,13,  406.99,  405.08
2017, 4,14,  407.00,  405.08
2017, 4,15,  407.02,  405.09
2017, 4,16,  407.03,  405.09
2017, 4,17,  407.05,  405.10
2017, 4,18,  407.06,  405.10
2017, 4,19,  407.07,  405.11
2017, 4,20,  407.09,  405.11
2017, 4,21,  407.10,  405.12
2017, 4,22,  407.12,  405.12
2017, 4,23,  407.13,  405.13
2017, 4,24,  407.14,  405.13
2017, 4,25,  407.16,  405.14
2017, 4,26,  407.17,  405.14
2017, 4,27,  407.19,  405.15
2017, 4,28,  407.20,  405.15
2017, 4,29,  407.21,  405.16
2017, 4,30,  407.22,  405.16
2017, 5, 1,  407.24,  405.17
2017, 5, 2,  407.25,  405.18
2017, 5, 3,  407.26,  405.18
2017, 5, 4,  407.27,  405.19
2017, 5, 5,  407.28,  405.19
2017, 5, 6,  407.28,  405.20
2017, 5, 7,  407.29,  405.20
2017, 5, 8,  407.30,  405.21
2017, 5, 9,  407.30,  405.21
2017, 5,10,  407.31,  405.22
2017, 5,11,  407.31,  405.22
2017, 5,12,  407.31,  405.23
2017, 5,13,  407.31,  405.23
2017, 5,14,  407.31,  405.24
2017, 5,15,  407.31,  405.24
2017, 5,16,  407.31,  405.25
2017, 5,17,  407.30,  405.25
2017, 5,18,  407.30,  405.26
2017, 5,19,  407.29,  405.26
2017, 5,20,  407.28,  405.27
2017, 5,21,  407.27,  405.27
2017, 5,22,  407.25,  405.28
2017, 5,23,  407.24,  405.28
2017, 5,24,  407.22,  405.29
2017, 5,25,  407.20,  405.29
2017, 5,26,  407.18,  405.30
2017, 5,27,  407.16,  405.30
2017, 5,28,  407.13,  405.31
2017, 5,29,  407.11,  405.31
2017, 5,30,  407.08,  405.32
2017, 5,31,  407.05,  405.32
2017, 6, 1,  407.02,  405.33
2017, 6, 2,  406.98,  405.33
2017, 6, 3,  406.95,  405.34
2017, 6, 4,  406.91,  405.34
2017, 6, 5,  406.87,  405.35
2017, 6, 6,  406.82,  405.35
2017, 6, 7,  406.78,  405.36
2017, 6, 8,  406.73,  405.37
2017, 6, 9,  406.68,  405.37
2017, 6,10,  406.63,  405.38
2017, 6,11,  406.58,  405.38
2017, 6,12,  406.53,  405.39
2017, 6,13,  406.47,  405.39
2017, 6,14,  406.42,  405.40
2017, 6,15,  406.36,  405.40
2017, 6,16,  406.30,  405.41
2017, 6,17,  406.23,  405.41
2017, 6,18,  406.17,  405.42
2017, 6,19,  406.10,  405.42
2017, 6,20,  406.04,  405.43
2017, 6,21,  405.97,  405.43
2017, 6,22,  405.90,  405.44
2017, 6,23,  405.83,  405.44
2017, 6,24,  405.76,  405.45
2017, 6,25,  405.69,  405.45
2017, 6,26,  405.61,  405.46
2017, 6,27,  405.54,  405.46
2017, 6,28,  405.46,  405.47
2017, 6,29,  405.39,  405.47
2017, 6,30,  405.31,  405.48
2017, 7, 1,  405.23,  405.48
2017, 7, 2,  405.15,  405.49
2017, 7, 3,  405.07,  405.49
2017, 7, 4,  405.00,  405.50
2017, 7, 5,  404.92,  405.50
2017, 7, 6,  404.84,  405.51
2017, 7, 7,  404.76,  405.51
2017, 7, 8,  404.68,  405.52
2017, 7, 9,  404.60,  405.52
2017, 7,10,  404.52,  405.53
2017, 7,11,  404.44,  405.53
2017, 7,12,  404.37,  405.54
2017, 7,13,  404.29,  405.54
2017, 7,14,  404.21,  405.55
2017, 7,15,  404.13,  405.56
2017, 7,16,  404.06,  405.56
2017, 7,17,  403.98,  405.57
2017, 7,18,  403.91,  405.57
2017, 7,19,  403.83,  405.58
2017, 7,20,  403.76,  405.58
2017, 7,21,  403.69,  405.59
2017, 7,22,  403.62,  405.59
2017, 7,23,  403.55,  405.60
2017, 7,24,  403.48,  405.60
2017, 7,25,  403.41,  405.61
2017, 7,26,  403.35,  405.61
2017, 7,27,  403.28,  405.62
2017, 7,28,  403.22,  405.62
2017, 7,29,  403.15,  405.63
2017, 7,30,  403.09,  405.63
2017, 7,31,  403.03,  405.64
2017, 8, 1,  402.97,  405.64
2017, 8, 2,  402.92,  405.65
2017, 8, 3,  402.86,  405.65
2017, 8, 4,  402.81,  405.66
2017, 8, 5,  402.76,  405.66
2017, 8, 6,  402.71,  405.67
2017, 8, 7,  402.66,  405.68
2017, 8, 8,  402.61,  405.68
2017, 8, 9,  402.57,  405.69
2017, 8,10,  402.52,  405.69
2017, 8,11,  402.48,  405.70
2017, 8,12,  402.44,  405.70
2017, 8,13,  402.40,  405.71
2017, 8,14,  402.37,  405.71
2017, 8,15,  402.33,  405.72
2017, 8,16,  402.30,  405.72
2017, 8,17,  402.27,  405.73
2017, 8,18,  402.24,  405.73
2017, 8,19,  402.21,  405.74
2017, 8,20,  402.19,  405.74
2017, 8,21,  402.16,  405.75
2017, 8,22,  402.14,  405.75
2017, 8,23,  402.12,  405.76
2017, 8,24,  402.11,  405.77
2017, 8,25,  402.09,  405.77
2017, 8,26,  402.08,  405.78
2017, 8,27,  402.07,  405.78
2017, 8,28,  402.06,  405.79
2017, 8,29,  402.05,  405.79
2017, 8,30,  402.05,  405.80
2017, 8,31,  402.05,  405.80
2017, 9, 1,  402.05,  405.81
2017, 9, 2,  402.05,  405.81
2017, 9, 3,  402.05,  405.82
2017, 9, 4,  402.06,  405.82
2017, 9, 5,  402.07,  405.83
2017, 9, 6,  402.08,  405.84
2017, 9, 7,  402.09,  405.84
2017, 9, 8,  402.11,  405.85
2017, 9, 9,  402.12,  405.85
2017, 9,10,  402.14,  405.86
2017, 9,11,  402.16,  405.86
2017, 9,12,  402.19,  405.87
2017, 9,13,  402.21,  405.87
2017, 9,14,  402.24,  405.88
2017, 9,15,  402.27,  405.88
2017, 9,16,  402.31,  405.89
2017, 9,17,  402.34,  405.90
2017, 9,18,  402.38,  405.90
2017, 9,19,  402.42,  405.91
2017, 9,20,  402.46,  405.91
2017, 9,21,  402.50,  405.92
2017, 9,22,  402.55,  405.92
2017, 9,23,  402.59,  405.93
2017, 9,24,  402.64,  405.93
2017, 9,25,  402.69,  405.94
2017, 9,26,  402.74,  405.94
2017, 9,27,  402.80,  405.95
2017, 9,28,  402.85,  405.96
2017, 9,29,  402.91,  405.96
2017, 9,30,  402.97,  405.97
2017,10, 1,  403.03,  405.97
2017,10, 2,  403.09,  405.98
2017,10, 3,  403.16,  405.98
2017,10, 4,  403.22,  405.99
2017,10, 5,  403.29,  405.99
2017,10, 6,  403.36,  406.00
2017,10, 7,  403.42,  406.01
2017,10, 8,  403.49,  406.01
2017,10, 9,  403.56,  406.02
2017,10,10,  403.63,  406.02
2017,10,11,  403.71,  406.03
2017,10,12,  403.78,  406.03
2017,10,13,  403.85,  406.04
2017,10,14,  403.92,  406.05
2017,10,15,  404.00,  406.05
2017,10,16,  404.07,  406.06
2017,10,17,  404.15,  406.06
2017,10,18,  404.22,  406.07
2017,10,19,  404.30,  406.07
2017,10,20,  404.37,  406.08
2017,10,21,  404.44,  406.08
2017,10,22,  404.52,  406.09
2017,10,23,  404.59,  406.10
2017,10,24,  404.66,  406.10
2017,10,25,  404.74,  406.11
2017,10,26,  404.81,  406.11
2017,10,27,  404.88,  406.12
2017,10,28,  404.95,  406.12
2017,10,29,  405.02,  406.13
2017,10,30,  405.09,  406.14
2017,10,31,  405.15,  406.14
2017,11, 1,  405.22,  406.15
2017,11, 2,  405.29,  406.15
2017,11, 3,  405.35,  406.16
2017,11, 4,  405.42,  406.16
2017,11, 5,  405.48,  406.17
2017,11, 6,  405.54,  406.18
2017,11, 7,  405.60,  406.18
2017,11, 8,  405.66,  406.19
2017,11, 9,  405.72,  406.19
2017,11,10,  405.77,  406.20
2017,11,11,  405.83,  406.21
2017,11,12,  405.88,  406.21
2017,11,13,  405.93,  406.22
2017,11,14,  405.99,  406.22
2017,11,15,  406.04,  406.23
2017,11,16,  406.08,  406.23
2017,11,17,  406.13,  406.24
2017,11,18,  406.18,  406.25
2017,11,19,  406.22,  406.25
2017,11,20,  406.27,  406.26
2017,11,21,  406.31,  406.26
2017,11,22,  406.35,  406.27
2017,11,23,  406.39,  406.28
2017,11,24,  406.43,  406.28
2017,11,25,  406.47,  406.29
2017,11,26,  406.51,  406.29
2017,11,27,  406.55,  406.30
2017,11,28,  406.59,  406.31
2017,11,29,  406.62,  406.31
2017,11,30,  406.66,  406.32
2017,12, 1,  406.69,  406.32
2017,12, 2,  406.72,  406.33
2017,12, 3,  406.76,  406.34
2017,12, 4,  406.79,  406.34
2017,12, 5,  406.82,  406.35
2017,12, 6,  406.85,  406.35
2017,12, 7,  406.88,  406.36
2017,12, 8,  406.91,  406.37
2017,12, 9,  406.94,  406.37
2017,12,10,  406.97,  406.38
2017,12,11,  407.00,  406.38
2017,12,12,  407.03,  406.39
2017,12,13,  407.06,  406.40
2017,12,14,  407.09,  406.40
2017,12,15,  407.12,  406.41
2017,12,16,  407.14,  406.41
2017,12,17,  407.17,  406.42
2017,12,18,  407.20,  406.43
2017,12,19,  407.23,  406.43
2017,12,20,  407.25,  406.44
